image,ocr-text,image-label,text-label,image-text-label
/meme_images/119.jpg,097 98 | Gen2 | Ulennfals | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/12.jpg,crush: hi | my brain:,1.0,1.0,1.0
/meme_images/120.jpg,* | Appraisals २०२० | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/121.jpg,thank | we grew up | during this | not this | SCOOPHOOPcon | god,0.0,0.0,0.0
/meme_images/122.jpg,my insta | stories | my real | life | SCOOPWHOOPcon,1.0,1.0,1.0
/meme_images/123.jpg,the | the | colleague | colleague | me | hate | hate | HR | they,1.0,1.0,1.0
/meme_images/124.jpg,waiting for | iPhone | waiting for | iPhone | memes | SCOOPWHOOPcon,0.0,1.0,1.0
/meme_images/125.jpg,SCOOPIHOOPcoM | Phone 8 | Phoneii Pro | Phone 1i ProMar | *449 | :599 | :999 | $1099 | Finally | can afford iPhone 6,0.0,1.0,1.0
/meme_images/126.jpg,SCOOPW HOOP | Pimpllec? | zer0 | zer0 | amount of fucks | your crush | gives about | Z4E:0 | you,0.0,1.0,1.0
/meme_images/127.jpg,teीz | partner | Gush | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/128.jpg,१० PM | Unit 1 | १२ AM | Unit 1 | २ AM | Unit 1 | 4 AM | Unir 1 | 5 AM | Unir 1 | 6 AM | Unit 2 | AM | Unit 3 | ७: ३० AM | Unit 4 | 8 AM | Unit 5 | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/129.jpg,THERE ARE TWO TYPES OF PEOPLE | salmon | scarlet | red | burgundy | crimson | SCOOPIHOOPcow,0.0,1.0,1.0
/meme_images/13.jpg,SCOOPWHOOPcov | Cid Ollor | OLD | ld Oonh | ७lत Uatted | Apni saari samasya mujhe de do | BLENDED | EARS,0.0,1.0,1.0
/meme_images/130.jpg,Gujaratis and | Bengalis dght now | Rest of India | SCOOPNOOPcon,1.0,1.0,1.0
/meme_images/131.jpg,weekend hai | party karte hain | monthend hai | im broke | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/132.jpg,Ohlkal monday hai | Apneko kaun sa classjaana hota hai,0.0,0.0,0.0
/meme_images/133.jpg,"somewhere berween | economy ki lagi | hai, manmohan ji kuch karo"" | To | economy ki lagi | hai, modi ji kuch karo"" | we all grew up | SCOOPNHOOPcon | padi | padi",1.0,1.0,1.0
/meme_images/134.jpg,students in | Othstd | students in | १lth std | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/135.jpg,people complaining | me whols never | about their | been in a | relationships | relationship | SCOOPWHOOPcon,0.0,1.0,1.0
/meme_images/136.jpg,me throughout | me | during | the year | diwali | SCOOPWHOOPcon,1.0,1.0,1.0
/meme_images/137.jpg,saturday | ठ | 8 | working | saturday,1.0,1.0,1.0
/meme_images/138.jpg,SCOOPWHOOPcoM | list of people | you've dated | Itis blank,0.0,0.0,0.0
/meme_images/139.jpg,SCOOPWHOOPcow | Yeh kachra kahan se aata ha,1.0,1.0,1.0
/meme_images/14.jpg,somewhere between | २ ke १० and १० ke 2 | we all grew up | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/140.jpg,Bengalis and Gujaratis | after Durga Puja | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/141.jpg,where kids cried | where adults cried | where everyone | physics paper | cried | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/142.jpg,- | M/ | Deiniti७nlyabai? | Maine aapkojawaab dedlahai | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/143.jpg,south african | south african | cricket team in | cricket team in | 2016 | 2019 | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/144.jpg,people going to | work today | Thls | $ | SCOOPNHOOPcon,1.0,1.0,1.0
/meme_images/145.jpg,diwali | party | daaru | holi | weekend | party | party,0.0,1.0,1.0
/meme_images/146.jpg,Yoga mats were invented in the ९०s | People before the 9०s: | SCOOPWHOOPcon,0.0,1.0,1.0
/meme_images/147.jpg,Youः hi | Your crush: hi | You: | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/148.jpg,hostellers in | hostellers at | the morning | night | R | UB | SCOOPWHOOPcoM | E | ६,1.0,1.0,1.0
/meme_images/149.jpg,R.LP | Good | Bollywood Movies | REST | PEACE | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/15.jpg,thank | we grew up watching | this | Sbaka laka | not this | BIGG BIEE | SCOOPWHOOPcoM | god,1.0,1.0,1.0
/meme_images/150.jpg,Googe | par Rangoli mili kat | ठ | 8 | Nahin | islonahin miltllaxman | Pay,0.0,1.0,1.0
/meme_images/151.jpg,me | thinking about my appraisal | in | qvarantine | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/152.jpg,ScoopWhoop | @ScoopWhoop | gonna tell my kids to sleep early | S,1.0,1.0,1.0
/meme_images/153.jpg,the guy she told | YOU | You not lo worry | abour | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/154.jpg,Yov played with | these stumps | ६ | we | played with | these stumps | we are not the same bro | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/155.jpg,people living in peace and harmony | BJP: | - | muskura kyuncaheban३ | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/156.jpg,Optimist | Pessimist | Delhiite | the glass is | the glass is | the glass is | half full | half empty | not visible | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/157.jpg,people telling me | me who has only | the dress code | one | 0f | for the party | clothes | ६ | SCOOPWHOOPco | pair,1.0,1.0,1.0
/meme_images/158.jpg,people | SCOOPWHOOPcon,1.0,1.0,1.0
/meme_images/159.jpg,me in | me on | real life | insta | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/16.jpg,hi | hiiiiiiii | SCOOPIHOOPcon,0.0,1.0,1.0
/meme_images/160.jpg,dilli in | summers | dilli in | winfers | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/161.jpg,mumbaikars at २९९८ | N | SCOOPWHOOPcoM | ट,1.0,1.0,1.0
/meme_images/162.jpg,Delhi Police | Just gonna sland there and walch you burn | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/163.jpg,Jitna bhi | kar lo bunny | last unit toh chootega hi | SCOOPWHOOPcoM | try,1.0,1.0,1.0
/meme_images/164.jpg,The pupil of your eye | can | expand | as much | as 5५% While | looking | at | something Yov love | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/165.jpg,the guy she | YOU | told you not to | worry about | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/166.jpg,Mark Zucker | Geldberg | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/167.jpg,All izz well... All izz well... | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/168.jpg,@ | ७७llleagues | ळe | SCOOPWHOOPcoM | g७७ढ,1.0,1.0,1.0
/meme_images/169.jpg,D७७daishan७D | Otherdays | today | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/17.jpg,to everyone our there | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/170.jpg,SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/171.jpg,"""kal early morning padhunga | early morning: | SCOOPWHOOPcoM",1.0,1.0,1.0
/meme_images/172.jpg,Secrors in NOIDA | sector | sector 2 | sector 3 | sector 1४३ | sector | 4 | sector 5 | sector ११ | sector | 0 | sector 7 | sector T/६ | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/173.jpg,physics | maths | me | chemistry | SCOOPWHOOPcon,0.0,0.0,0.0
/meme_images/174.jpg,physics | maths | me | chemistry | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/175.jpg,Jitna bhi | kar lo bunny | Bumrah death overs me run dega nahin | SCOOPWHOOPcoM | try,1.0,1.0,1.0
/meme_images/176.jpg,Tl | DASU | PUDLICATIONS | DII2I | ICATIONC | SCOOPWHOOPcoM | CHART | GROIN | 2006 | ?2016 | afte,1.0,1.0,1.0
/meme_images/177.jpg,economic | slowdown | WW3 | chances | coronavirus | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/178.jpg,White | yellow | light | light | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/179.jpg,Main MC hoonjoplanemenaaya | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/18.jpg,SCOOPWHOOPcoM | Dettol,0.0,0.0,0.0
/meme_images/180.jpg,SCOOPWHOOPec | Beta tumse super over | na ho payega,1.0,1.0,1.0
/meme_images/181.jpg,"SCOOPWHOOPcu | Main udna chahta | hoon, daudna chahta | hoon, girna bhi chahta | hoon | bus | rukna nahi chahta | Decwa | dewaa",0.0,0.0,0.0
/meme_images/182.jpg,Pimplesk | zero | Jlackheadlsh | ze0 | seats for | congress | 0 | ZER0 | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/183.jpg,हुआ | ल | Close youreyes bro | ७bo | ठुणा | whatdoyouseebio | nothingbi७ | aa | thatsthe number | of seats yougotindelhi bro | biooo | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/184.jpg,3च]9 | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/185.jpg,mentally we're here | AILLED | Map Help | Pocatfki | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/186.jpg,"Date hoti sabke paas hai, | batata koi nahin | SCOOPWHOOPcoM",0.0,0.0,0.0
/meme_images/187.jpg,People discussing | latest Netilix | show | mewho | cantafford | netilix | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/188.jpg,days left | syllabus | for exams | left | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/189.jpg,i looked at yOU | you looked at me | avr ho gayi mushkil | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/19.jpg,"Gaadi ka tank full kar do | Kitne rupaye huye?"" | ek crore | SCOOPWHOOPcoM",1.0,1.0,1.0
/meme_images/190.jpg,school students | १0 | before | The exam | engineers १० hours | before the exam | SCOOPWHOOPcoM | days,0.0,0.0,0.0
/meme_images/191.jpg,TELL SOMETHING | AS USELESS AS THIS | SCOOP VHOOP cow,1.0,1.0,1.0
/meme_images/192.jpg,no one: | people with coronavirus: | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/193.jpg,methroughout the year | ढlay before holi | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/194.jpg,me | watching FR.IE N.D.S without | laugh track | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/195.jpg,clorhes | washed clothes | have | have | SCOOP NHOOPcow,0.0,0.0,0.0
/meme_images/196.jpg,netflix | youlube | SCOOPWHOOPcoM | sleep,1.0,1.0,1.0
/meme_images/197.jpg,start of the | end of the | decade | decade | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/198.jpg,the guy she | YOU | told you not to | worry about | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/199.jpg,when everyone is working from home | but you have no job | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/20.jpg,me trying to find a good news | on the internet | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/200.jpg,myexams | aitazplans | cot७navड | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/201.jpg,Haan kha Uye Bats | Nlahin khaana tha | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/202.jpg,Jethalal in quarantine | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/203.jpg,"Thappad se darr nahi lagia saheb, | Corona se lagta hai | SCOOPWHOOPcoM",0.0,0.0,0.0
/meme_images/204.jpg,Extroverts right now | Maar hi daaloge kya behenchod | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/205.jpg,coronavirus right now | Dlai toh bhaag rahi hooD | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/206.jpg,"Main udna chahta hoon, daudna chahta hoon, | girna bhi chahta hoon,bus rukna nahi chahta | Marna hai kya tere ko bhosadike? | Darr nahi lagta tere ko? | SCOOPWHOOPcoM",0.0,1.0,1.0
/meme_images/207.jpg,single people | before corona | single people | after corona | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/208.jpg,Horoscope २०२० | Aries | Taurus | Gemini | Cancer | -eo | Sab ki | Virgo | lagegi | Libra | Scorpio | Sagitlarivs | Capricorn | Aqvarivs | Pisces | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/209.jpg,din mein | corona | khatam | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/21.jpg,Janta voting for | Janta voting for | C७ngress | BP | BPtomming | thegoveument | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/210.jpg,MESSAGES | nOW | Friend you met १० years ago | aur bhai? quarantine kaisa chal raha hai? | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/211.jpg,Indians using | YPNs | Italians using | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/212.jpg,SCOOPWHOOPcoM | PD,1.0,0.0,1.0
/meme_images/213.jpg,"people with unlocked rooms | on houseparty | Kundi mat khadkao raja, | seedha andaraao raja | SCOOPWHOOPcoM",0.0,0.0,0.0
/meme_images/214.jpg,respecting childrens privacy | indian parents: | we don t do that here | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/215.jpg,"younger siblings nowadays | ROZ UTHO, | NAHAO, PITO, | S0 JAO. | SCOOPWHOOPcoM",1.0,1.0,1.0
/meme_images/216.jpg,SCOOPWHOOPcoM | FRiEND | FRiEND,0.0,0.0,0.0
/meme_images/217.jpg,*Houseparty | notifications | Hellof | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/218.jpg,mosquitoes | me | at nigbt | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/219.jpg,EXII | @eoadet | choebhature | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/22.jpg,congress MLAs after | winning elections | theek hai bhai | ab main BJP mein chalta hu | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/220.jpg,KiLL COROMAVRUS GADGET | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/221.jpg,DD:DD | १ | You know what kind of plan never fails? | Ur | 0D:DD | $1:99 | Sm | 3 | No plan at all | SCOOPWHOOPcoM,1.0,0.0,1.0
/meme_images/222.jpg,Kaise inhe itne saal chutiya banaya | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/223.jpg,"NEWS | Apr १3, २०२० at 1२:४४ | २ Gujarat Men Try | Delivering Paan | Masala Via A Drone, | Cops Arrest Them | After Video Goes Viral | Modern problems regpflre modern solutions | SCOOPWHOOPcoM",0.0,1.0,1.0
/meme_images/224.jpg,0[ | SCOOPWHOOPcoM | Maggi | -Moaute | NOODLES | INDIAN | AUTHENTIC,1.0,1.0,1.0
/meme_images/225.jpg,You know what kind of plan never fails? | No plan at all | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/226.jpg,ABP | Apneto ka ba | apneko tobbas JQPoikalna bal | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/227.jpg,Aajidate kya hai? | IWCAH> | Daykya hai? | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/228.jpg,Market mein maggi kahan hai? | Gaand mein daal liye ho kya maggi saala sab | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/229.jpg,"TEACHER $ | Daaru hoti sabki pass hai | sab chupa ke rakhte hain, deta koi nahi | SCOOPWHOOPcoM",0.0,0.0,0.0
/meme_images/23.jpg,sirf २१ din | hal | k | Other hilarious jokes | can tell | SCOOPWHOOPcoM | pareshani | and | yourself | you,1.0,1.0,1.0
/meme_images/230.jpg,"Kabse ghar mein ho? | AD t७b lagta hai ४,५ janam se | SCOOPWHOOPcoM",1.0,0.0,1.0
/meme_images/231.jpg,Rab tak ter galtiyon ka toktamain | apne sar par le kar ghoomata Galonga | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/232.jpg,Lockdown could be relaxed in some | places after April २०: PM Modi | Don't do that. Don't give me hope. | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/233.jpg,professional chefs watching our insta stories | Main kya karun fir job chhod doon? | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/234.jpg,Rabhl kabhi lagta bal apun bl bhagwaan bal | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/235.jpg,What if we used 1oo% of the brain? | ANI | @ANI | Govt Sources on the extension of lockdown to | 3rd | rather than April ३० (as recommended by states : १st | is a | public holiday 2nd May is a Saturday and 3rd | is | a | Sunday | SCOOPWHOOPcoM | May | May | May,0.0,0.0,0.0
/meme_images/236.jpg,to everyone | our there | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/237.jpg,TENDULA | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/238.jpg,everyone waiting for the new task | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/239.jpg,The nation wants to know | the real news | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/24.jpg,"POET | POEM | Success ke peeche | mat bhaago  | kabil bano, kabil | kamyabi toh saali | jhak maarke peeche aaegi | SCOOPWHOOPcoM",1.0,0.0,1.0
/meme_images/240.jpg,extroverts after | 0 | month of lockdown | Tu to hasna bhoolgayamere bachhe | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/241.jpg,"R | Arnab beta, debate show bolo | Fish marketis so middle class | SCOOPWHOOPcoM",0.0,1.0,1.0
/meme_images/242.jpg,"Roz utho, dosto ke saath ludo khelo, so jao | SCOOPWHOOPcoM",1.0,1.0,1.0
/meme_images/243.jpg,"Pentagon releases UFO videos for the | record | २७ minutes ago | Share | Hamko maaro, hamko zoda mat Ghbodo saalo | SCOOPWHOOPcoM",0.0,0.0,0.0
/meme_images/244.jpg,SCOOPNHOOPcon | friends YOU | friends yOU | have | have,0.0,0.0,0.0
/meme_images/245.jpg,*me not keeping dishes in the kitchen* | parents: | Now this is an Alvengers level threal | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/246.jpg,TED | Ideas worth spreading | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/247.jpg,Google | am single | ALL | MAPS | VIDEOS | IMAGES | NEWS | SHOPPIN | Did you meanः aatma nirbhar | SCOCP HCOPcoM,0.0,0.0,0.0
/meme_images/248.jpg,Duniya | thi | Duniya | hai | aur | rahegi | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/249.jpg,committed | single | married | cryfngwhflelistening | toarfits songs | SCOOPWHOOPcon,1.0,0.0,1.0
/meme_images/25.jpg,march २०२० | july २०२० | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/250.jpg,"*crush* | followed | commented | replied to stories | 0 | Bahut tez ho rahe ho, | bahut tez ho rahe ho salo | SCOOPWHOOPcoM",0.0,1.0,1.0
/meme_images/251.jpg,Mujhe pata nahi kahan jaana bal basjaana bal | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/252.jpg,life | dark | insta | SCOOPWHOOPcou,0.0,0.0,0.0
/meme_images/253.jpg,people complaining | me whos never | about their | been in a | relationships | relationship | SCOOPWHOOPcon,0.0,0.0,0.0
/meme_images/254.jpg,Extroverts right now | Mujhe bahar jaana bal | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/255.jpg,beginning of | end of | the decade | the decade | goa ki trip plan | goa ki trip plan | karte hain | karte hain | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/256.jpg,SCOOPWHOOPcou,0.0,0.0,0.0
/meme_images/257.jpg,failing the exam | taking 5 min study | break | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/258.jpg,Gujaratis and | Bengalis rght now | Rest of India | SCOOPNHOOPcon,1.0,0.0,1.0
/meme_images/259.jpg,Staftb | daळ | People | Honkng | scOOPWHOOPee५,0.0,0.0,0.0
/meme_images/26.jpg,ye jo halka halka suroor plays | college freshers: | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/260.jpg,WINTER STARTER PACK | SCOOPWHOOPcon,1.0,1.0,1.0
/meme_images/261.jpg,the art | Forbes | EDITORS PICh | २०९ ९६8 views | Jan १० २०२०  6 २५ am | India Has Worst Economy In ४२ | Years. | the artist | ब्च्धी | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/262.jpg,People Onlnstagfam | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/263.jpg,US | once this is | over | SCOOPWHOOPco,1.0,1.0,1.0
/meme_images/264.jpg,Ajit Pawar s DY CM Tenure | bhaiye toh shuru hote ha khatam hogaya | SCOOPWHOOPcon,1.0,1.0,1.0
/meme_images/265.jpg,Engineering | Engineering | १st Sem | ३rd Sem | Qur ye main aasmaan | Vain madarchod hoon | ७d unchaaiyon mein | jo ismein aaya,0.0,0.0,0.0
/meme_images/266.jpg,using whatsapp | for lexling | using insta DMs | for lexling | SCOOPWHOOPcon,1.0,1.0,1.0
/meme_images/267.jpg,col | pk | ] | 0 | SCOOPWHOOPcon | Soi७s | MyMpz | song com | mp3skall,1.0,0.0,1.0
/meme_images/268.jpg,summers | winters | | | fall sick | SCOOPWHOOPcow,0.0,0.0,0.0
/meme_images/269.jpg,me | my | career | SCOOPWHOOPcor,0.0,1.0,1.0
/meme_images/27.jpg,"""Cooker mese chane kyun nikale?"" | Rashi ben: | Afsebisexylagcahatha | SCOOPWHOOPcoM",1.0,1.0,1.0
/meme_images/270.jpg,THERE ARE TWO TYPES | OF PEOPLE | Sokelo | ZKR X | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/271.jpg,In a | parallel २०२० | JIRL | BIRL ^ | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/272.jpg,Dehi | ७२ | QODA | SCOOPWHOOPcon,1.0,1.0,1.0
/meme_images/273.jpg,Delhi Police | Just gonna sland there and watch you burn.. | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/274.jpg,people | admission | in engineering | people finaing | after engineering | taking | jobs,0.0,0.0,0.0
/meme_images/275.jpg,students in | 1Othstd | students in | १lth std | SCOOPWHOOPcon,1.0,1.0,1.0
/meme_images/276.jpg,EXAMS ARE | COMING | SCOOPWHOOPcoM,1.0,0.0,1.0
/meme_images/277.jpg,me | scrolling through | my phone s gallery | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/278.jpg,professional chefs watching our insta stories | Main kya karun fir job chhod doon? | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/279.jpg,Your Crush | 1:२1 am | hi | 1:२1 am | hey,1.0,1.0,1.0
/meme_images/28.jpg,India GDP Contracts A Record | 23.9% In April- June Quarter | Indian medla | mujhe kuch nahi dikh raha maa | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/280.jpg,employees | throughout | the | employees during | The | appraisal season | SCOOPWHOOPcow | Year,0.0,0.0,0.0
/meme_images/281.jpg,OBJECTS IN MIRROR ARE CLOSER | THEY   APPEAR | SCOOPWHOOPcoM | Appraisal | season | THAN,1.0,1.0,1.0
/meme_images/282.jpg,HALEY LU RICHARDSON | COLE SPROUSE | FIVE | FEET | APART | AVAILABL | NOW ON | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/283.jpg,"Main udna chahta hoon, daudna chahta | hoon, girna bhi chahta hoon | bus | rukna nahi chahta | SCOOPWHOOPccu",0.0,0.0,0.0
/meme_images/284.jpg,toppers to the backbenchers | Jahan tumharesjllabuspoore hote hain | Wahan se hamare revson shuru hote hain | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/285.jpg,people protesting | govt. to the internet: | Samay aa gaya hai aapse vida lene ka | SCOOPWHOOPcoM,1.0,0.0,1.0
/meme_images/286.jpg,start of the | end of the | decade | decade | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/287.jpg,me in | me on | real life | insta | SCOOPWHOOPcoM,0.0,1.0,1.0
/meme_images/288.jpg,Arnab on T | Amnaben Plane | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/289.jpg,"Youre in her DMs, | She s completing my assignments | We re not the same | SCOOPWHOOPcow",0.0,0.0,0.0
/meme_images/29.jpg,pothing bio | Go७kez bro | brooo | SCOOPWHOOPcoM,0.0,0.0,0.0
/meme_images/290.jpg,gettng | marled | ceplying to | Onsta stories | SCOOPWHOOPcon,1.0,1.0,1.0
/meme_images/291.jpg,१२ PM | १२ AM | ळ् | SCOOPWHOOPcoM,1.0,1.0,1.0
/meme_images/292.jpg,Jitna bhi | kar lo bunny | last unit toh chootega hi | SCOOPWHOOPcoM | try,0.0,0.0,0.0
/meme_images/293.jpg,"You won र ८०८ | Processing | Congratulations! | Expect payment within a week | Dene wala jab bhi deta, deta chappar faad ke | SCOOPWHOOPcoM",1.0,1.0,1.0
/meme_images/294.jpg,Main MC hoonjoplanemenaaya | SCOOPWHOOPcoM,1.0,0.0,1.0
